,date,id,meancircumplex.arousal,meancircumplex.valence,countappCat.builtin,countappCat.communication,countappCat.entertainment,countappCat.finance,countappCat.game,countappCat.office,countappCat.other,countappCat.social,countappCat.travel,countappCat.unknown,countappCat.utilities,countappCat.weather,countcall,countcircumplex.arousal,countcircumplex.valence,countmood,countscreen,countsms,sumactivity,sumappCat.builtin,sumappCat.communication,sumappCat.entertainment,sumappCat.finance,sumappCat.game,sumappCat.office,sumappCat.other,sumappCat.social,sumappCat.travel,sumappCat.unknown,sumappCat.utilities,sumappCat.weather,sumcall,Target,bin,handmatige_bin
1000,2014-03-20,AS14.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37254901960784315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37254901960784315,4.666666666666667,0.0,0
385,2014-04-15,AS14.07,0.4800000000000001,0.5444444444444444,0.1729910714285714,0.3541383989145183,0.01639344262295082,0.0,0.0,0.0,0.10526315789473684,0.06129032258064516,0.0,0.0,0.0,0.0,0.14705882352941177,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.28998699609882966,0.0,0.0634233319235981,0.24159868050445682,0.30376877320943163,0.1298671842784006,0.0,0.0,0.0,0.028235149750337373,0.08906898094561021,0.0,0.0,0.0,0.0,0.14705882352941177,4.75,0.0,0
1923,2014-05-08,AS14.33,0.44249999999999995,0.3166666666666667,0.5189732142857143,0.12483039348710992,0.04781420765027322,0.0,0.0,0.0,0.10526315789473684,0.4161290322580645,0.05128205128205128,0.0,0.10526315789473684,0.0,0.2549019607843137,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.25097529258777634,0.0,0.1314440802281965,0.48048465116948114,0.20914135864671127,0.19444760566372685,0.0,0.0,0.0,0.03189419822762273,0.4074688624040032,0.12585708023608727,0.0,0.030885551919814527,0.0,0.2549019607843137,4.8,0.0,0
605,2014-05-03,AS14.12,0.54,0.4666666666666666,0.6551339285714285,0.14111261872455902,0.060109289617486336,0.4625,0.03125,0.014059753954305799,0.11403508771929824,0.36774193548387096,0.16666666666666666,0.0,0.017543859649122806,0.0,0.0,0.6923076923076924,0.6153846153846154,0.6923076923076924,0.40572171651495453,0.03125,0.2802951180855241,0.5714925384578942,0.1514021647714461,0.3040396595609322,0.31068649406989374,0.07491453941018021,0.045234533586169634,0.020513876294166764,0.2811320442719662,0.12245444913341916,0.0,0.0073616082117270035,0.0,0.0,4.8,0.0,0
1921,2014-05-06,AS14.33,0.37499999999999994,0.6111111111111112,0.6595982142857142,0.1424694708276798,0.04918032786885246,0.0,0.0,0.0,0.09210526315789473,0.4806451612903226,0.04487179487179487,0.0,0.14035087719298245,0.0,0.43137254901960786,0.576923076923077,0.46153846153846156,0.576923076923077,0.3094928478543563,0.0,0.411172464494367,0.6789532246129335,0.22420005667108886,0.20557995839680407,0.0,0.0,0.0,0.014977141942409304,0.38946925819776385,0.08955293658034412,0.0,0.042676301039358114,0.0,0.43137254901960786,5.0,0.0,0
400,2014-04-30,AS14.07,0.22500000000000003,0.47222222222222215,0.5825892857142857,0.644504748982361,0.01639344262295082,0.0,0.0,0.0,0.10526315789473684,0.14516129032258066,0.0,0.14166666666666666,0.03508771929824561,0.0,0.23529411764705882,0.30769230769230776,0.30769230769230776,0.30769230769230776,0.517555266579974,0.3125,0.23180951608634212,0.9415272740068755,0.6029889516162013,0.15574391771998383,0.0,0.0054153039684156756,0.0,0.02278434302658044,0.08220511196081279,4.513080295332032e-05,0.10854726712539298,0.004763980379276685,0.0,0.23529411764705882,5.0,0.0,0
399,2014-04-29,AS14.07,0.36500000000000005,0.4611111111111111,0.5245535714285714,0.5793758480325645,0.017759562841530054,0.0,0.0,0.0,0.14035087719298245,0.14516129032258066,0.0,0.10833333333333332,0.03508771929824561,0.0,0.1568627450980392,0.5384615384615385,0.5384615384615385,0.5384615384615385,0.5006501950585176,0.20833333333333331,0.2219796297959771,0.770468975978041,0.53137565605679,0.18026636489036263,0.0,0.0054153039684156756,0.0,0.0477440653596653,0.08260896309193705,4.513080295332032e-05,0.08379540773477452,0.004763980379276685,0.0,0.1568627450980392,5.0,0.0,0
398,2014-04-28,AS14.07,0.525,0.4388888888888889,0.3716517857142857,0.47896879240162826,0.01912568306010929,0.0,0.0,0.0,0.14912280701754388,0.13870967741935486,0.0,0.1,0.03508771929824561,0.0,0.23529411764705882,0.8461538461538463,0.8461538461538463,0.8461538461538463,0.42262678803641096,0.0625,0.11606514936461086,0.5600880654379058,0.43149453850058395,0.19527721811463025,0.0,0.0,0.0,0.07356509948340195,0.08449048543860493,4.513080295332032e-05,0.12008561385505183,0.004763980379276685,0.0,0.23529411764705882,5.0,0.0,0
1927,2014-05-12,AS14.33,0.485,0.5444444444444444,0.35937499999999994,0.09905020352781546,0.03551912568306011,0.0,0.0,0.0,0.10526315789473684,0.42580645161290326,0.0,0.0,0.12280701754385964,0.0,0.11764705882352941,0.8461538461538463,0.8461538461538463,0.8461538461538463,0.18725617685305593,0.0,0.11549655965147497,0.2909470910129397,0.07175380690992178,0.14282269134052017,0.0,0.0,0.0,0.02333320393301368,0.2793014770732295,0.014456090506006542,0.0,0.13389332613006408,0.0,0.11764705882352941,5.0,0.0,0
132,2014-04-19,AS14.02,0.5583333333333333,0.29629629629629634,0.0,0.00814111261872456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21568627450980393,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.005851755526657998,0.375,0.08238185396169932,0.0,0.0053454454238970476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21568627450980393,5.0,0.0,0
1207,2014-05-13,AS14.24,0.3950000000000001,0.5944444444444444,0.5,0.22116689280868387,0.0389344262295082,0.0,0.0,0.01054481546572935,0.10526315789473684,0.0935483870967742,0.0,0.075,0.07017543859649122,0.0,0.029411764705882353,0.8461538461538463,0.7692307692307692,0.7692307692307692,0.2665799739921977,0.0625,0.17717701715747872,0.5640552780089206,0.3343258914196807,0.07575811630040481,0.0,0.0,0.062480613899811334,0.020218727250442402,0.020013722235375096,0.0,0.005617985686383197,0.013833039677326277,0.0,0.029411764705882353,5.2,0.0,0
1907,2014-04-22,AS14.33,0.54,0.5111111111111111,0.5,0.09362279511533243,0.03961748633879781,0.0,0.0,0.0,0.11403508771929824,0.7516129032258065,0.0,0.0,0.0935672514619883,0.0,0.35294117647058826,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.23407022106631992,0.0,0.12604571825082347,0.33087207882307257,0.13321955862596443,0.27672283848835744,0.0,0.0,0.0,0.02771783925892292,0.6029335117296926,0.01859979253717038,0.0,0.024132998545021475,0.0,0.35294117647058826,5.2,0.0,0
387,2014-04-17,AS14.07,0.28,0.3444444444444444,0.23437499999999997,0.3921302578018996,0.010245901639344262,0.0,0.0,0.0,0.14035087719298245,0.06451612903225808,0.0,0.0,0.0,0.0,0.029411764705882353,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.34850455136540964,0.4375,0.22301802416337535,0.3010678757604214,0.305383797186026,0.11368396160324377,0.0,0.0,0.0,0.04424400480322357,0.0965848793026955,0.022436952268274114,0.009720867530066098,0.0,0.0,0.029411764705882353,5.2,0.0,0
358,2014-03-19,AS14.07,0.30000000000000004,0.7999999999999999,0.27287946428571425,0.4396200814111262,0.018442622950819672,0.0,0.0,0.0,0.13157894736842105,0.02903225806451613,0.07692307692307693,0.1,0.0,0.0,0.11764705882352941,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.3159947984395319,0.03125,0.0,0.3733353765193346,0.34158167157551234,0.14997539563794257,0.0,0.0,0.0,0.055598882853599825,0.04887617789562314,0.10068890434908186,0.0751595578607508,0.0,0.0,0.11764705882352941,5.25,0.0,0
580,2014-04-08,AS14.12,0.645,0.5555555555555555,0.5055803571428571,0.09905020352781546,0.04918032786885246,0.11249999999999999,0.0625,0.005272407732864675,0.11403508771929824,0.30322580645161296,0.15384615384615385,0.0,0.14035087719298245,0.0,0.058823529411764705,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.34850455136540964,0.0,0.30250797961635073,0.3399660793874055,0.07992405899129394,0.2854107991724006,0.15494510669185466,0.04452039404995428,0.039262008588861516,0.019135254012100533,0.20066190596790343,0.1641965073850195,0.0,0.032150728410144325,0.0,0.058823529411764705,5.25,0.0,0
241,2014-03-24,AS14.05,0.05999999999999999,0.0,0.012276785714285714,0.15332428765264586,0.13524590163934427,0.0,0.0,0.0,0.18421052631578946,0.0,0.0,0.025,0.0,0.0,0.0,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.15344603381014307,0.25,0.1004894528233071,0.024597110251025886,0.23731146055771668,0.19357404617488372,0.0,0.0,0.0,0.046721366653479465,0.0,0.0,0.047404840103298124,0.06087696222581022,0.0,0.0,5.333333333333333,0.0,0
574,2014-04-02,AS14.12,0.64,0.4981481481481482,0.5390625,0.1655359565807327,0.050546448087431695,0.06249999999999999,0.0,0.0210896309314587,0.11403508771929824,0.2838709677419355,0.18589743589743588,0.0,0.0,0.0,0.058823529411764705,0.9230769230769231,0.6923076923076924,0.9230769230769231,0.3667100130039012,0.0,0.32424519471540464,0.3380599247512348,0.1829852892088084,0.19123399097102625,0.08141153372484154,0.0026497864228446433,0.15905673628916056,0.022961723240050243,0.1902735129161193,0.19981859731612894,0.0,0.0,0.0,0.058823529411764705,5.4,0.0,0
376,2014-04-06,AS14.07,0.45000000000000007,0.5185185185185185,0.29575892857142855,0.35549525101763907,0.025956284153005462,0.0,0.0,0.0,0.11403508771929824,0.1,0.019230769230769232,0.0,0.0,0.0,0.29411764705882354,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.3263979193758128,0.14583333333333334,0.3086689630625319,0.3282320653513597,0.3314367156195332,0.2307496527586084,0.0,0.0,0.0,0.06527519158880477,0.11637150721762125,0.06894250891159776,0.07193403247550056,0.0,0.0,0.29411764705882354,5.4,0.0,0
863,2014-03-29,AS14.16,0.47500000000000003,0.5,0.06584821428571429,0.05698778833107192,0.012295081967213115,0.0,0.0,0.0,0.0,0.02903225806451613,0.0,0.0,0.0,0.0,0.029411764705882353,0.5384615384615385,0.5384615384615385,0.6153846153846154,0.052015604681404426,0.46875,0.18087101790284132,0.03619619317118964,0.02957599907215124,0.1492444398028223,0.023054807613580298,0.0,0.0,0.0017617344644375206,0.007828984753630175,0.0,0.0,0.0,0.0,0.029411764705882353,5.4,0.0,0
1404,2014-05-27,AS14.26,0.5700000000000001,0.5333333333333333,0.45424107142857134,0.26322930800542743,0.005464480874316941,0.0,0.0,0.0,0.11403508771929824,0.30322580645161296,0.0,0.0,0.0,0.6111111111111112,0.029411764705882353,0.8461538461538463,0.8461538461538463,0.8461538461538463,0.2743823146944083,0.0,0.19338012367713886,0.37907791404103297,0.24410933044209202,0.0737620637608739,0.0,0.0,0.0,0.01688877722659058,0.27283915711369944,0.04974317101519307,0.023877165255232067,0.020048929025287158,0.6729784784341509,0.029411764705882353,5.4,0.0,0
421,2014-03-16,AS14.08,0.3950000000000001,0.6722222222222222,0.04575892857142857,0.08276797829036635,0.004098360655737705,0.0,0.0,0.0,0.14035087719298245,0.16451612903225807,0.15384615384615385,0.15,0.017543859649122806,0.0,0.0,0.8461538461538463,0.8461538461538463,0.8461538461538463,0.10143042912873863,0.375,0.0,0.09418709025447226,0.03186250692806613,0.022893118212748708,0.0,0.0,0.012376780212570595,0.02300185187850735,0.05361040244151242,0.29555885126137116,0.08627911310758446,0.011213157426222765,0.0,0.0,5.4,0.0,0
395,2014-04-25,AS14.07,0.5066666666666667,0.3037037037037037,0.25,0.3242876526458616,0.00819672131147541,0.0,0.0,0.0,0.12280701754385966,0.05806451612903226,0.0,0.0,0.0,0.0,0.21568627450980393,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.2652795838751626,0.0,0.2831780942560156,0.23414644091838982,0.3253914471269456,0.09645134146091118,0.0,0.0,0.0,0.04835151989399062,0.06958724168442168,0.055804585011852016,0.19876516616526246,7.673937466617527e-07,0.0,0.21568627450980393,5.4,0.0,0
1940,2014-05-25,AS14.33,0.3666666666666666,0.39814814814814814,0.36607142857142855,0.16010854816824968,0.023224043715846996,0.0,0.0,0.0,0.12280701754385966,0.4645161290322581,0.0,0.0,0.12280701754385964,0.0,0.029411764705882353,0.8461538461538463,0.7692307692307692,0.9230769230769231,0.2431729518855657,0.0,0.17197406946942714,0.3580382894086979,0.1688525445821921,0.17218399638219214,0.0,0.0,0.0,0.031209030804691156,0.35464401147448166,0.0,0.0,0.07365445180460317,0.0,0.029411764705882353,5.4,0.0,0
888,2014-04-23,AS14.16,0.8550000000000001,0.6444444444444444,0.11383928571428571,0.07191316146540028,0.0020491803278688526,0.11249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.7692307692307692,0.5384615384615385,0.7692307692307692,0.08452535760728219,0.0,0.036929538277931724,0.07287546351364542,0.07405786501623116,0.03960091505505935,0.1768099476966192,0.0,0.0,0.0032914207151882985,0.004184021246078804,0.0,0.0,0.0,0.01773093614383137,0.17647058823529413,5.4,0.0,0
135,2014-04-22,AS14.02,0.35,0.24074074074074078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01935483870967742,0.0,0.0,0.0,0.0,0.5686274509803921,0.3846153846153846,0.3846153846153846,0.3846153846153846,0.0039011703511053317,0.09375,0.0171608491041878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008917572004887988,0.0,0.0,0.0,0.0,0.5686274509803921,5.5,0.0,0
133,2014-04-20,AS14.02,0.46666666666666673,0.29629629629629634,0.0,0.00814111261872456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196078431372549,0.5384615384615385,0.5384615384615385,0.5384615384615385,0.0039011703511053317,0.125,0.05720283034729267,0.0014413852991301795,0.007244808971265192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196078431372549,5.5,0.0,0
560,2014-03-14,AS14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,5.5,0.0,0
1004,2014-03-24,AS14.19,0.34,0.5111111111111111,0.20089285714285712,0.15468113975576664,0.020491803278688523,0.0,0.0,0.0,0.2192982456140351,0.004838709677419355,0.0,0.0,0.0,0.0,0.2549019607843137,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.21716514954486346,0.0,0.21044157363699462,0.18457560211227225,0.13640014512580886,0.007507170542210781,0.0,0.0,0.0,0.09093338486083141,0.0057784822221700035,0.0,0.0,0.0,0.0,0.2549019607843137,5.5,0.0,0
371,2014-04-01,AS14.07,0.42,0.4222222222222222,0.3091517857142857,0.4708276797829037,0.023224043715846996,0.0,0.0,0.0,0.09649122807017545,0.0903225806451613,0.10576923076923077,0.0,0.0,0.0,0.13725490196078433,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.4070221066319896,0.14583333333333334,0.1758136472877777,0.40423335379491376,0.40022545966529643,0.34604704864249497,0.0,0.0,0.0,0.02362922533844365,0.09366645478870445,0.16386925120360374,0.0,0.0,0.0,0.13725490196078433,5.5,0.0,0
603,2014-05-01,AS14.12,0.515,0.5740740740740741,0.6004464285714286,0.13704206241519673,0.04234972677595629,0.9375,0.03125,0.01054481546572935,0.11403508771929824,0.29677419354838713,0.33653846153846156,0.0,0.008771929824561403,0.0,0.11764705882352941,0.8461538461538463,0.6153846153846154,0.8461538461538463,0.37451235370611186,0.0625,0.2716089857916419,0.4114820673277735,0.13137257246139358,0.23499378064707974,0.5511708974469384,0.07491453941018021,0.0709170849267305,0.01942938530050171,0.26718861021336004,0.2636322797720964,0.0,0.002744967431809392,0.0,0.11764705882352941,5.5,0.0,0
242,2014-03-25,AS14.05,0.15999999999999998,0.14814814814814817,0.01450892857142857,0.21709633649932158,0.18169398907103826,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.075,0.043859649122807015,0.0,0.0,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.2080624187256177,0.16666666666666666,0.12099634320305479,0.03678786908638371,0.37097128808194757,0.27136229639118087,0.0,0.0,0.0,0.06644488324238235,0.0,0.0,0.061263441706016594,0.09041509862544432,0.0,0.0,5.5,0.0,0
521,2014-04-15,AS14.09,0.5000000000000001,0.3111111111111111,0.005580357142857142,0.07327001356852103,0.21584699453551912,0.0,0.0,0.005272407732864675,0.03508771929824562,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.9230769230769231,0.8461538461538463,0.9230769230769231,0.12223667100130041,0.0,0.08230851699971559,0.02261011582736633,0.046199876904038144,0.17900764598737634,0.18806817723842056,0.0,0.0030814744306493502,0.005802659278344597,0.0,0.16902631334108187,0.0,4.604362479973072e-06,0.0,0.0,5.5,0.0,0
404,2014-05-04,AS14.07,0.37333333333333335,0.5111111111111111,0.10714285714285714,0.1383989145183175,0.004098360655737705,0.0,0.0,0.0,0.06140350877192983,0.07096774193548389,0.0,0.025,0.0,0.0,0.0,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.13654096228868662,0.0,0.14847991520222614,0.1635250403322181,0.11410210549789024,0.061845839371483635,0.0,0.0,0.0,0.03636221679322456,0.05471170742390678,0.0,0.053289542153044836,0.0,0.0,0.0,5.5,0.0,0
584,2014-04-12,AS14.12,0.5700000000000001,0.6000000000000001,0.6205357142857143,0.10583446404341927,0.05737704918032787,0.0,0.0,0.0,0.11403508771929824,0.4032258064516129,0.17307692307692307,0.0,0.03508771929824561,0.0,0.058823529411764705,0.8461538461538463,0.9230769230769231,0.9230769230769231,0.40832249674902477,0.0,0.26483856197382266,0.44425380388350766,0.0773994837201107,0.1485539431454878,0.0,0.001716885723881216,0.007730283741836637,0.023631842423560402,0.25017677786652115,0.28732247972238306,0.0,0.008491979200559888,0.0,0.058823529411764705,5.6,0.0,0
393,2014-04-23,AS14.07,0.4733333333333334,0.4666666666666666,0.26339285714285715,0.3541383989145183,0.014344262295081968,0.0,0.0,0.0,0.13157894736842105,0.13225806451612904,0.009615384615384616,0.0125,0.0,0.0,0.23529411764705882,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.22236671001300393,0.0625,0.20881246765141706,0.3346956818892543,0.4287272850006849,0.13964455316824265,0.0,0.0,0.0,0.0519441961848424,0.11640502812485536,0.06877483062062488,0.1176478133856762,0.0,0.0,0.23529411764705882,5.6,0.0,0
859,2014-03-25,AS14.16,0.6600000000000001,0.6,0.09933035714285714,0.035278154681139755,0.004098360655737705,0.01875,0.0,0.0,0.01754385964912281,0.01935483870967742,0.0,0.0,0.0,0.0,0.29411764705882354,0.9230769230769231,0.8461538461538463,0.9230769230769231,0.061118335500650205,0.0625,0.0778560716926141,0.06704453719489138,0.02823239345394249,0.03435940864227968,0.010863058812349691,0.0,0.0,0.006186207641568678,0.012099531490576203,0.0,0.0,0.0,0.0,0.29411764705882354,5.6,0.0,0
458,2014-04-22,AS14.08,0.31999999999999995,0.5333333333333333,0.027901785714285716,0.06919945725915876,0.004098360655737705,0.0,0.0,0.0,0.12280701754385966,0.23225806451612904,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.09232769830949286,0.0,0.10213610892047531,0.02765000104913392,0.05329976418149533,0.06266767887690106,0.0,0.0,0.0030837872711026782,0.014921020006016401,0.08596815665414853,0.0,0.0073334898456578704,0.007327075493127217,0.0,0.0,5.6,0.0,0
604,2014-05-02,AS14.12,0.555,0.5185185185185185,0.6249999999999999,0.1424694708276798,0.06830601092896176,0.65625,0.03125,0.012302284710017576,0.11403508771929824,0.31290322580645163,0.28205128205128205,0.0,0.005847953216374268,0.0,0.029411764705882353,0.6153846153846154,0.46153846153846156,0.6153846153846154,0.37971391417425226,0.0625,0.3140247395709993,0.4991888381176716,0.17358969067310068,0.360866667477179,0.43348256348927905,0.07491453941018021,0.036463985604881025,0.018892737457946715,0.27671492077064064,0.23245673113196846,0.0,0.002612975707383556,0.0,0.029411764705882353,5.6,0.0,0
596,2014-04-24,AS14.12,0.5650000000000001,0.6,0.75,0.13297150610583447,0.0942622950819672,0.13125,0.0,0.018453427065026364,0.10526315789473684,0.5548387096774194,0.37820512820512825,0.0,0.0,0.0,0.11764705882352941,0.8461538461538463,0.8461538461538463,0.8461538461538463,0.4824447334200261,0.0,0.3334639016564287,0.45107668194756584,0.1455762835210693,0.33916171373915954,0.09066272867615899,0.0,0.07950813079061368,0.018516604169220144,0.3387579088916902,0.5278831987046766,0.0,0.002420359876971435,0.0,0.11764705882352941,5.6,0.0,0
402,2014-05-02,AS14.07,0.17333333333333334,0.4185185185185185,0.20424107142857142,0.34464043419267304,0.004098360655737705,0.0,0.0,0.0,0.05263157894736842,0.07096774193548389,0.0,0.05,0.0,0.0,0.0,0.5384615384615385,0.5384615384615385,0.5384615384615385,0.2457737321196359,0.0,0.1710017638253836,0.38102650956563516,0.29787655456400186,0.07890605956906394,0.0,0.0,0.0,0.035455396800264515,0.057863964129148036,0.0,0.06639736865671281,0.0,0.0,0.0,5.666666666666667,0.0,0
853,2014-03-19,AS14.16,0.5800000000000001,0.5333333333333333,0.05580357142857143,0.04477611940298508,0.0020491803278688526,0.0,0.0,0.0,0.008771929824561401,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.04681404421326398,0.0,0.04516108466713703,0.029920410257166144,0.04849604377626568,0.0167200541794231,0.02684870115462821,0.0,0.0,0.005270373244317547,0.018132957899172315,0.0,0.0,0.0,0.0,0.17647058823529413,5.666666666666667,0.0,0
